Model,Brand,Date of Sale,Sale Price (€),Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location,Car Age at Sale
Mercedes-Benz A Class (AMG Line Edition),Benz,2024-08-02,32453.0,2021,13207,Hatchback,Automatic,Petrol,Red Mercedes-Benz A-ClassA 200 AMG Line Edition Hatchback 1.3 5dr,Cork,3
Mercedes-Benz SLK (BlueEfficiency),Benz,2024-08-04,14178.0,2012,65521,Convertible,Automatic,Petrol,Grey Mercedes-Benz SLKSLK 350 BlueEFF AMG Sport Ed 125 2dr Tip Auto 3.52 previous owners,Dublin,12
Mercedes-Benz CLA Class (CLA180),Benz,2024-08-05,21251.0,2017,26870,Saloon,Automatic,Petrol,Black Mercedes-Benz CLA1.6 CLA 180 SPORT 4d 121 BHP1 previous owner,Meath,7
Mercedes-Benz C Class (C250d),Benz,2024-08-06,22592.0,2017,51097,Estate,Automatic,Diesel,Mercedes-Benz C Class2.1L AMG Line C250d 5dr,Kerry,7
Mercedes-Benz A Class (AMG Line Edition),Benz,2024-08-07,37735.0,2021,6630,Hatchback,Automatic,Petrol Hybrid,Navy Mercedes-Benz A Class Hatchback Special EditionsA250e AMG Line Edition 5dr Auto 1.31 previous owner,Sligo,3
Mercedes-Benz C Class (Sport),Benz,2024-08-07,16920.0,2016,91201,Saloon,Automatic,Diesel,Black Mercedes-Benz C Class2.1 C220d Sport (Premium Plus) 7G-Tronic+ Euro 6 (s/s) 4dr3 previous owners,Cork,8
Mercedes-Benz GLE Class (GLE300d),Benz,2024-08-07,47240.0,2020,30392,SUV,Automatic,Diesel,Grey Mercedes-Benz GLEGle 300D 4Matic Amg Line Premium 5Dr 9G-Tronic 2.02 previous owners,Waterford,4
Mercedes-Benz A Class (A200d),Benz,2024-08-08,16403.0,2016,39091,Hatchback,Automatic,Diesel,Grey Mercedes-Benz A Class2.1 A200d AMG Line 7G-DCT Euro 6 (s/s) 5dr,Monaghan,8
Mercedes-Benz C Class (AMG Sport),Benz,2024-08-08,8682.0,2014,78841,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C250 CDI AMG Sport Coupe 2dr Diesel G-Tronic+ Euro 5 (s/s) (204 ps)5 previous owners,Limerick,10
Mercedes-Benz C Class (C250d),Benz,2024-08-09,18771.0,2015,39491,Saloon,Automatic,Diesel,Navy Mercedes-Benz C-Class2.1 C250 BLUETEC AMG LINE PREMIUM 4d AUTO 204 BHP OVER 600 CARS IN GROUP STOCK2 previous owners,Dublin,9
Mercedes-Benz GLC Class (AMG Night Edition),Benz,2024-08-09,32512.0,2019,30511,SUV,Automatic,Petrol,Black Mercedes-Benz GLC250 4Matic AMG Night Edition 5dr 9G-Tronic 2.01 previous owner,Kerry,5
Mercedes-Benz GLC Class (GLC220d),Benz,2024-08-09,35126.0,2020,28169,SUV,Automatic,Diesel,Red Mercedes-Benz GLCGLC 220d 4Matic AMG Line Premium 5dr 9G-Tronic Leather Seats 2.0,Wicklow,4
Mercedes-Benz A Class (SE),Benz,2024-08-09,13175.0,2016,47492,Hatchback,Manual,Diesel,Mercedes-Benz A Class1.5 A180d SE Euro 6 (s/s) 5dr2 previous owners,Limerick,8
Mercedes-Benz E Class (Avantgarde),Benz,2024-08-09,7042.0,2009,89115,Saloon,Automatic,Diesel,Blue Mercedes-Benz E-ClassE280 CDI AVANTGARDE 3.0 V6 4d 187 BHP MERCEDES SPECIALIST2 previous owners,Offaly,15
Mercedes-Benz A Class (A180 CDI),Benz,2024-08-10,8468.0,2013,124516,Hatchback,Manual,Diesel,Blue Mercedes-Benz A Class1.5 A180 CDI AMG Sport Euro 5 (s/s) 5dr2 previous owners,Donegal,11
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-08-11,9974.0,2013,77535,Coupe,Automatic,Diesel,Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency AMG Sport G-Tronic+ Euro 5 (s/s) 2dr4 previous owners,Dublin,11
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-08-12,6337.0,2012,124953,Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency Sport Saloon 4dr Diesel G-Tronic+ Euro 5 (s/s) (204 ps)2 previous owners,Meath,12
Mercedes-Benz Eqc (EQC 400),Benz,2024-08-12,70301.0,2021,9665,SUV,Automatic,Electric,Red Mercedes-Benz EQCEQC 400 300kW AMG Line Premium Plus 80kWh 5dr Auto,Cork,3
Mercedes-Benz A Class (A180d),Benz,2024-08-12,19768.0,2019,36327,Hatchback,Automatic,Diesel,Blue Mercedes-Benz A ClassA 180 d SE 1.5 5dr,Cork,5
Mercedes-Benz A Class (A220d),Benz,2024-08-12,18225.0,2016,55481,Hatchback,Automatic,Diesel,Black Mercedes-Benz A Class2.1 A220d Motorsport Edition 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Dublin,8
Mercedes-Benz C Class (BlueTEC),Benz,2024-08-12,18321.0,2015,44330,Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C250 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Cork,9
Mercedes-Benz A Class (A180d),Benz,2024-08-12,16850.0,2016,49664,Hatchback,Manual,Diesel,Mercedes-Benz A ClassA180d AMG Line Executive 5dr 1.5,Dublin,8
Mercedes-Benz CLA Class (AMG Sport),Benz,2024-08-13,15866.0,2014,47798,Saloon,Manual,Petrol,Navy Mercedes-Benz CLA1.6 CLA180 AMG SPORT 4d 122 BHP PART EXCHANGE - WARRANTY - FINANCE,Galway,10
Mercedes-Benz GLE Class (GLE350d),Benz,2024-08-13,54185.0,2020,20567,SUV,Automatic,Diesel,Red Mercedes-Benz GLEGle 350D 4Matic Amg Line 5Dr 9G-Tronic [7 Seat] 2.91 previous owner,Dublin,4
Mercedes-Benz GLA Class (Urban Edition),Benz,2024-08-13,20314.0,2019,33529,SUV,Manual,Petrol,"Silver Mercedes-Benz GLAGLA 180 Urban Edition 5dr [Cruise Control, Reversing Camera, 18"" 5 Twin Spoke Alloys] 1.6",Dublin,5
Mercedes-Benz E Class (AMG Sport),Benz,2024-08-15,14741.0,2014,68524,Saloon,Automatic,Diesel,Blue Mercedes-Benz E Class3.0 E350 V6 BlueTEC AMG Sport 7G-Tronic Plus 4dr4 previous owners,Dublin,10
Mercedes-Benz E Class (E350 CGI V6),Benz,2024-08-16,8828.0,2010,66017,Coupe,Automatic,Petrol,Blue Mercedes-Benz E Class3.5 E350 CGI V6 BlueEfficiency Sport Coupe 2dr Petrol G-Tronic Euro 5 (292 ps)5 previous owners,Cork,14
Mercedes-Benz S Class (AMG Line),Benz,2024-08-16,46335.0,2018,52219,Saloon,Automatic,Diesel,Red Mercedes-Benz S Class2.9 S350L d AMG Line (Executive) Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (286 ps)3 previous owners,Mayo,6
Mercedes-Benz A Class (Classic SE),Benz,2024-08-17,2905.0,2010,77246,Hatchback,Manual,Petrol,Black Mercedes-Benz A Class1.5 A160 BlueEfficiency Classic SE 3dr3 previous owners,Dublin,14
Mercedes-Benz M Class (AMG Line),Benz,2024-08-19,17333.0,2015,86273,SUV,Automatic,Diesel,Black Mercedes-Benz M Class3.0 ML350 V6 BlueTEC AMG Line G-Tronic 4WD Euro 6 (s/s) 5dr4 previous owners,Dublin,9
Mercedes-Benz A Class (A200d),Benz,2024-08-21,16619.0,2016,33777,Hatchback,Manual,Diesel,Red Mercedes-Benz A ClassMercedes-Benz A A200d 2.1 AMG Line Premium 5dr2 previous owners,Cork,8
Mercedes-Benz E Class (E63 V8 BiTurbo),Benz,2024-08-21,67442.0,2019,13219,Saloon,Automatic,Petrol,Silver Mercedes-Benz E Class4.0 E63 V8 BiTurbo AMG S SpdS MCT 4MATIC+ Euro 6 (s/s) 4dr,Louth,5
Mercedes-Benz GLC Class (GLC300d),Benz,2024-08-22,33470.0,2019,88160,SUV,Automatic,Diesel,Mercedes-Benz Glc Class2.0 GLC300d AMG Line (Premium Plus) G-Tronic+ 4MATIC Euro 6 (s/s) 5dr1 previous owner,Leitrim,5
Mercedes-Benz GLA Class (Sport),Benz,2024-08-22,18216.0,2017,18113,SUV,Manual,Diesel,Mercedes-Benz Gla-Class2.1 GLA 200 D SPORT 5d 134 BHP SAT-NAV AND BLUETOOTH2 previous owners,Dublin,7
Mercedes-Benz E Class (MHEV EQ Boost),Benz,2024-08-22,42873.0,2019,57000,Convertible,Automatic,Petrol,Black Mercedes-Benz E ClassE53 4Matic+ Premium 2dr 9G-Tronic 3.0,Dublin,5
Mercedes-Benz A Class (AMG Line),Benz,2024-08-23,20930.0,2019,53307,Hatchback,Automatic,Petrol,Black Mercedes-Benz A Class1.3L AMG Line A200 5dr,Cork,5
Mercedes-Benz C Class (Sport),Benz,2024-08-23,18775.0,2017,30663,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class Saloon2.1 C220d Sport (premium) Saloon 4dr Diesel G Tronic Plus Euro 6 (s/s) (170 Ps),Cork,7
Mercedes-Benz GLC Class (GLC220d),Benz,2024-08-24,26994.0,2018,36183,SUV,Automatic,Diesel,Black Mercedes-Benz Glc Class2.1L AMG Line GLC220d 5dr,Dublin,6
Mercedes-Benz CLA Class (CLA45),Benz,2024-08-24,63098.0,2021,7335,Saloon,Automatic,Petrol,Mercedes-Benz Cla Coupe2.0 AMG CLA 45 S 4MATICPLUS PLUS 4DR AUTOMATIC | DRIVER ASSIST PACK | PAN ROOF | AMG SEATS1 previous owner,Limerick,3
Mercedes-Benz C Class (C350e),Benz,2024-08-25,18487.0,2016,60912,Estate,Automatic,Petrol Hybrid,Red Mercedes-Benz C ClassC350 E SPORT 2.0 5dr3 previous owners,Dublin,8
Mercedes-Benz S Class (S320 CDI V6),Benz,2024-08-25,6010.0,2009,74148,Saloon,Automatic,Diesel,Red Mercedes-Benz S Class3.0 S320 CDI V6 G-Tronic Euro 4 4dr6 previous owners,Dublin,15
Mercedes-Benz E Class (BlueEfficiency),Benz,2024-08-26,7700.0,2011,75566,Coupe,Automatic,Diesel,Silver Mercedes-Benz E Class2.1 E220 CDI BlueEfficiency SE Edition 125 G-Tronic+ Euro 5 (s/s) 2dr,Dublin,13
Mercedes-Benz GLA Class (AMG Line),Benz,2024-08-26,23210.0,2018,38951,SUV,Automatic,Diesel,Black Mercedes-Benz Gla ClassMercedes-Benz GLA 220d 2.1 4Matic AMG Line Premium 5dr Auto 4WD AMG Exclusive Pack COMAND1 previous owner,Tipperary,6
Mercedes-Benz GLE Class (GLE300d),Benz,2024-08-27,56251.0,2021,20714,SUV,Automatic,Diesel,Black Mercedes-Benz Gle Class2.0 GLE300d AMG Line (Premium Plus) G-Tronic 4MATIC Euro 6 (s/s) 5dr1 previous owner,Louth,3
Mercedes-Benz E Class (AMG Line),Benz,2024-08-27,13153.0,2015,100224,Convertible,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 BlueTEC AMG Line Cabriolet G-Tronic+ Euro 6 (s/s) 2dr1 previous owner,Cork,9
Mercedes-Benz GLA Class (GLA200d),Benz,2024-08-28,22390.0,2018,30086,SUV,Automatic,Diesel,Blue Mercedes-Benz Gla Class2.1 GLA200d Sport (Executive) 7G-DCT 4MATIC Euro 6 (s/s) 5dr2 previous owners,Meath,6
Mercedes-Benz A Class (A180),Benz,2024-08-28,25038.0,2020,12525,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class1.3 A180 AMG Line Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (136 ps)1 previous owner,Monaghan,4
Mercedes-Benz GLA Class (AMG Line),Benz,2024-08-28,41176.0,2020,15785,SUV,Automatic,Petrol,Blue Mercedes-Benz Gla ClassGLA 200 AMG Line Premium Plus 5dr Auto 1.31 previous owner,Cork,4
Mercedes-Benz E Class (AMG Line),Benz,2024-08-29,22698.0,2018,61057,Saloon,Automatic,Petrol,Red Mercedes-Benz E Class2.0 E200 AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Dublin,6
Mercedes-Benz A Class (Sport),Benz,2024-08-30,21326.0,2018,32765,Hatchback,Automatic,Petrol,Black Mercedes-Benz A2001.3 Sport Executive DCT 5dr,Dublin,6
Mercedes-Benz C Class (AMG Line),Benz,2024-08-31,16416.0,2016,100752,Saloon,Automatic,Diesel Hybrid,Blue Mercedes-Benz C Class2.1 C300dh AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Roscommon,8
Mercedes-Benz C Class (AMG Sport Edition),Benz,2024-09-01,8291.0,2014,128053,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr,Cork,10
Mercedes-Benz E Class (E350d),Benz,2024-09-01,36511.0,2019,18615,Estate,Automatic,Diesel,Red Mercedes-Benz E ClassE350d AMG Line Night Ed Premium + 5dr 9G-Tronic 2.92 previous owners,Tipperary,5
Mercedes-Benz Glb Class (GLB200),Benz,2024-09-03,45112.0,2022,2544,SUV,Automatic,Petrol,Black Mercedes-Benz Glb EstateGLB 200 AMG Line Premium Plus 5dr 7G-Tronic 1.31 previous owner,Limerick,2
Mercedes-Benz E Class (E350 V6),Benz,2024-09-03,17243.0,2014,48580,Saloon,Automatic,Diesel,Red Mercedes-Benz E ClassE350 BlueTEC AMG Sport 4dr 7G-Tronic 3.0,Dublin,10
Mercedes-Benz C Class (C220 CDI),Benz,2024-09-04,8626.0,2012,77557,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency AMG Sport Plus G-Tronic+ Euro 5 (s/s) 4dr,Cork,12
Mercedes-Benz C Class (C200h),Benz,2024-09-04,50281.0,2022,6063,Saloon,Automatic,Petrol Hybrid,Red Mercedes-Benz C ClassC200 Amg Line Premium 4Dr 9G-Tronic 1.51 previous owner,Laois,2
Mercedes-Benz SLK (SLK200K),Benz,2024-09-05,6596.0,2009,93039,Convertible,Automatic,Petrol,Black Mercedes-Benz SLK1.8 SLK200K 2dr,Kilkenny,15
Mercedes-Benz A Class (Sport),Benz,2024-09-05,20929.0,2019,32681,Hatchback,Automatic,Petrol,Red Mercedes-Benz A-Class1.3 A 180 SPORT EXECUTIVE 5d 135 BHP +++ FREE 6 MONTH WARRANTY +++2 previous owners,Dublin,5
Mercedes-Benz C Class (BlueTEC),Benz,2024-09-06,15227.0,2014,59425,Saloon,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C220 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Dublin,10
Mercedes-Benz C Class (BlueTEC),Benz,2024-09-07,14644.0,2014,71190,Saloon,Automatic,Diesel,Mercedes-Benz C ClassC220 BLUETEC AMG LINE used cars 2.1 4dr,Cork,10
Mercedes-Benz C Class (EQ Boost),Benz,2024-09-07,25803.0,2019,32272,Coupe,Automatic,Petrol,Black Mercedes-Benz C Class1.5L AMG Line EQ Boost C200 2dr,Limerick,5
Mercedes-Benz CLK (CLK200),Benz,2024-09-08,6154.0,2008,85140,Convertible,Automatic,Petrol,Navy Mercedes-Benz CLK1.8 CLK200 Kompressor Sport Cabriolet 2dr,Leitrim,16
Mercedes-Benz Eqa (AMG Line),Benz,2024-09-08,51308.0,2021,7569,SUV,Automatic,Electric,Black Mercedes-Benz EQAEqa 250 140Kw Amg Line 66.5Kwh 5Dr Auto1 previous owner,Dublin,3
Mercedes-Benz GLE Class (AMG S),Benz,2024-09-08,46184.0,2015,61558,Coupe,Automatic,Petrol,Black Mercedes-Benz Gle Class5.5 GLE63 V8 AMG S (Premium) SpdS+7GT 4MATIC Euro 6 (s/s) 5dr,Dublin,9
Mercedes-Benz CLA Class (CLA200d),Benz,2024-09-08,16615.0,2017,86721,Saloon,Automatic,Diesel,Mercedes-Benz Cla ClassCLA 200d AMG Line 4dr Tip Auto 2.12 previous owners,Louth,7
Mercedes-Benz A Class (SE),Benz,2024-09-08,8323.0,2015,95263,Hatchback,Manual,Diesel,Red Mercedes-Benz A Class1.5 A180 CDI ECO SE 5dr3 previous owners,Carlow,9
Mercedes-Benz C Class (C200),Benz,2024-09-10,19796.0,2017,37856,Coupe,Manual,Petrol,Grey Mercedes-Benz C Class2L AMG Line C200 2dr,Dublin,7
Mercedes-Benz E Class (E220),Benz,2024-09-10,15143.0,2015,60142,Convertible,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 BlueTEC AMG Line Cabriolet 2dr Diesel G-Tronic+ Euro 6 (s/s) (177 ps)1 previous owner,Wexford,9
Mercedes-Benz E Class (E220 CDI),Benz,2024-09-11,8488.0,2014,131548,Saloon,Automatic,Diesel,Navy Mercedes-Benz E Class2.1 E220 CDI SE 7G-Tronic Plus 4dr3 previous owners,Dublin,10
Mercedes-Benz A Class (A200d),Benz,2024-09-12,19924.0,2018,47343,Hatchback,Automatic,Diesel,Black Mercedes-Benz A Class2.1 A200d AMG Line (Premium Plus) 7G-DCT Euro 6 (s/s) 5dr,Offaly,6
Mercedes-Benz GLA Class (GLA220 CDI),Benz,2024-09-12,14278.0,2015,88216,SUV,Automatic,Diesel,Blue Mercedes-Benz Gla Class2.1 GLA220 CDI Sport 7G-DCT 4MATIC Euro 6 (s/s) 5dr4 previous owners,Limerick,9
Mercedes-Benz A Class (A220d),Benz,2024-09-13,15764.0,2017,64021,Hatchback,Automatic,Diesel,Black Mercedes-Benz A Class2.1 A220d AMG Line 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Dublin,7
Mercedes-Benz A Class (A180),Benz,2024-09-13,23290.0,2019,16563,Hatchback,Manual,Petrol,Navy Mercedes-Benz A ClassA180 AMG Line 5dr 1.31 previous owner,Carlow,5
Mercedes-Benz C Class (Sport),Benz,2024-09-13,12396.0,2014,86215,Saloon,Manual,Diesel,Blue Mercedes-Benz C ClassC220 BlueTEC Sport 4dr 2.1,Cork,10
Mercedes-Benz GLA Class (GLA180),Benz,2024-09-14,22873.0,2019,26020,SUV,Automatic,Petrol,Mercedes-Benz Gla Class1.6 GLA180 GPF Urban Edition SUV 5dr Petrol 7G-DCT Euro 6 (s/s) (122 ps)1 previous owner,Kildare,5
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-14,27197.0,2017,49131,SUV,Automatic,Diesel,Red Mercedes-Benz GLCGLC 250d 4Matic AMG Line Premium 5dr 9G-Tronic 2.1,Cork,7
Mercedes-Benz CLA Class (AMG Line),Benz,2024-09-14,30455.0,2021,10896,Saloon,Automatic,Petrol,Black Mercedes-Benz Cla Class1.3 CLA200 AMG Line Coupe 7G-DCT Euro 6 (s/s) 4dr,Dublin,3
Mercedes-Benz M Class (Sport),Benz,2024-09-15,13904.0,2012,92193,SUV,Automatic,Diesel,Grey Mercedes-Benz M Class2.1 ML250 BlueTEC Sport SUV 5dr Diesel G-Tronic 4WD Euro 6 (s/s) (204 ps)3 previous owners,Dublin,12
Mercedes-Benz A Class (A200d),Benz,2024-09-16,15364.0,2016,25202,Hatchback,Manual,Diesel,Mercedes-Benz A-Class2.1 A 200 D AMG LINE 5d 134 BHP DYNAMIC SELECT & DIAMOND CUT ALLOYS2 previous owners,Kildare,8
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-16,31991.0,2019,22680,SUV,Automatic,Diesel,Grey Mercedes-Benz GLC220d 4Matic AMG Line Premium 5dr 9G-Tronic 2.11 previous owner,Dublin,5
Mercedes-Benz C Class (C220d),Benz,2024-09-17,18180.0,2015,34750,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d AMG Line (Premium Plus) 7G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Meath,9
Mercedes-Benz C Class (C220d),Benz,2024-09-17,18948.0,2016,71552,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d AMG Line (Premium) G-Tronic+ (s/s) 2dr1 previous owner,Wicklow,8
Mercedes-Benz A Class (Sport),Benz,2024-09-18,13461.0,2014,45004,Hatchback,Automatic,Diesel,Silver Mercedes-Benz A Class1.8 A200 CDI Sport 7G-DCT Euro 5 (s/s) 5dr2 previous owners,Cork,10
Mercedes-Benz E Class (E63 V8 BiTurbo),Benz,2024-09-18,54128.0,2017,41063,Saloon,Automatic,Petrol,Navy Mercedes-Benz E Class4.0 E63 V8 BiTurbo AMG S (Premium) SpdS MCT 4MATIC+ Euro 6 (s/s) 4dr,Meath,7
Mercedes-Benz C Class (C350e),Benz,2024-09-19,15234.0,2016,95844,Estate,Automatic,Petrol Hybrid,Blue Mercedes-Benz C Class2.0 C350e 6.4kWh Sport G-Tronic+ Euro 6 (s/s) 5dr3 previous owners,Limerick,8
Mercedes-Benz CLA Class (CLA220d),Benz,2024-09-19,17170.0,2016,46861,Estate,Automatic,Diesel,"Grey Mercedes-Benz CLA2.1 CLA 220 D AMG LINE 5d AUTO 174 BHP - PAN ROOF, SAT NAV, PRIVACY",Wexford,8
Mercedes-Benz A Class (A180d),Benz,2024-09-20,13478.0,2016,60927,Hatchback,Automatic,Diesel,Silver Mercedes-Benz A Class1.5 A180d Sport (Executive) 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Clare,8
Mercedes-Benz C Class (Sport),Benz,2024-09-20,10734.0,2015,100463,Saloon,Automatic,Diesel,Navy Mercedes-Benz C Class1.6 C200d Sport Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (136 ps)1 previous owner,Kildare,9
Mercedes-Benz C Class (Executive SE),Benz,2024-09-20,8930.0,2013,60392,Saloon,Manual,Diesel,Mercedes-Benz C Class2.1 C220 CDI Executive SE Euro 5 (s/s) 4dr2 previous owners,Roscommon,11
Mercedes-Benz A Class (A200),Benz,2024-09-21,23067.0,2019,42517,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class1.3 A200 AMG Line (Premium) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (163 ps)1 previous owner,Dublin,5
Mercedes-Benz C Class (C220),Benz,2024-09-22,7464.0,2015,118351,Estate,Manual,Diesel,Black Mercedes-Benz C Class2.1 C220 BlueTEC SE Euro 6 (s/s) 5dr,Limerick,9
Mercedes-Benz E Class (E220d),Benz,2024-09-22,23412.0,2017,67157,Coupe,Automatic,Diesel,Navy Mercedes-Benz E Class2.0 E220d AMG Line Coupe 2dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)1 previous owner,Clare,7
Mercedes-Benz E Class (BlueTEC),Benz,2024-09-22,15850.0,2015,121098,Estate,Automatic,Diesel Hybrid,Black Mercedes-Benz E Class2.1 E300dh BlueTEC AMG Night Edition Estate 5dr Diesel Hybrid G-Tronic+ Euro 5 (s/s) (231 ps)3 previous owners,Wexford,9
Mercedes-Benz A Class (BlueEfficiency),Benz,2024-09-23,12096.0,2012,69440,Hatchback,Automatic,Diesel,Red Mercedes-Benz A Class1.8 A200 CDI BlueEfficiency AMG Sport Hatchback 5dr Diesel 7G-DCT Euro 5 (s/s) (136 ps)4 previous owners,Dublin,12
Mercedes-Benz E Class (BlueTEC),Benz,2024-09-23,18123.0,2016,38416,Estate,Automatic,Diesel,Black Mercedes-Benz E Class2.1 E220 BlueTEC AMG Night Edition (Premium) G-Tronic+ Euro 6 (s/s) 5dr2 previous owners,Donegal,8
Mercedes-Benz GLA Class (GLA220d),Benz,2024-09-24,23323.0,2018,34589,SUV,Automatic,Diesel,"Silver Mercedes-Benz Gla-Class2.1 GLA 220 D 4MATIC AMG LINE PREMIUM 5d 174 BHP PARKING SENSORS, 19"" ALLOYS, CAMERA",Dublin,6
Mercedes-Benz C Class (Sport),Benz,2024-09-28,9227.0,2011,72814,Saloon,Automatic,Petrol,Silver Mercedes-Benz C Class1.8 C180 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr,Galway,13
Mercedes-Benz E Class (E220),Benz,2024-09-28,14218.0,2015,84009,Estate,Automatic,Diesel,Mercedes-Benz E-Class2.1 E220 BLUETEC AMG LINE 5d 174 BHP NATIONWIDE DELIVERY AVAILABLE,Wexford,9
Mercedes-Benz E Class (Avantgarde),Benz,2024-09-28,5959.0,2010,92237,Saloon,Automatic,Diesel,Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Avantgarde G-Tronic Euro 5 4dr4 previous owners,Kerry,14
Mercedes-Benz C Class (C63 V8 BiTurbo),Benz,2024-09-29,72775.0,2020,8376,Coupe,Automatic,Petrol,Red Mercedes-Benz C-Class CoupeC 63 AMG S Premium Plus 4.0 2dr1 previous owner,Meath,4
Mercedes-Benz GLE Class (GLE350d V6),Benz,2024-09-29,25711.0,2018,100788,SUV,Automatic,Diesel,Silver Mercedes-Benz Gle-Class3.0 GLE 350 D 4MATIC AMG LINE PREMIUM 5d 255 BHP Top Spec excellent provenance ...,Wicklow,6
Mercedes-Benz E Class (E220 CDI),Benz,2024-09-29,12276.0,2013,73150,Convertible,Automatic,Diesel,Red Mercedes-Benz E ClassE220 2.2 CDI BLUEEFFICIENCY SE Great Spec Low Tax FSH 2dr3 previous owners,Dublin,11
Mercedes-Benz CLA Class (CLA200),Benz,2024-09-29,37210.0,2022,8168,Estate,Automatic,Petrol,Red Mercedes-Benz Cla ClassCLA 200 Shooting Brake 1.3 5dr,Dublin,2
Mercedes-Benz C Class (C220d),Benz,2024-09-29,17619.0,2018,65986,Saloon,Automatic,Diesel,Black Mercedes-Benz C ClassC220d Sport 4dr 9G-Tronic 2.11 previous owner,Donegal,6
Mercedes-Benz C Class (C180),Benz,2024-09-30,22183.0,2019,21469,Estate,Manual,Petrol,"Black Mercedes-Benz C ClassC180 SE 5dr [Cruise control, DYNAMIC SELECT, DAB Digital radio, Bluetooth] 1.6",Cork,5
Mercedes-Benz A Class (Sport),Benz,2024-09-30,18087.0,2017,16370,Hatchback,Automatic,Petrol,Red Mercedes-Benz A Class1.6 A180 Sport (Premium) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (122 ps)1 previous owner,Kilkenny,7
Mercedes-Benz C Class (Sport),Benz,2024-09-30,4238.0,2010,124983,Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency Sport Auto Euro 5 4dr4 previous owners,Waterford,14
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-30,36587.0,2019,32076,SUV,Automatic,Diesel,Blue Mercedes-Benz Glc Diesel EstateGLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.01 previous owner,Limerick,5
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-30,39758.0,2019,39651,Coupe,Automatic,Diesel,Red Mercedes-Benz Glc Diesel CoupeGLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.01 previous owner,Wicklow,5
Mercedes-Benz E Class (Avantgarde),Benz,2024-09-30,3842.0,2009,135299,Saloon,Automatic,Diesel,"Blue Mercedes-Benz E Class2.1 E220 CDI Avantgarde Saloon 4dr Diesel Automatic (177 g/km, 170 bhp)4 previous owners",Kildare,15
Mercedes-Benz C Class (EQ Boost),Benz,2024-09-30,21845.0,2019,71315,Coupe,Automatic,Petrol,Blue Mercedes-Benz C Class1.5 C200 EQ Boost AMG Line Coupe 2dr Petrol G-Tronic+ Euro 6 (s/s) (198 ps)1 previous owner,Wicklow,5
Mercedes-Benz CLA Class (CLA45),Benz,2024-10-01,26606.0,2016,61303,Saloon,Automatic,Petrol,Navy Mercedes-Benz Cla Class2.0 CLA45 AMG Coupe SpdS DCT 4MATIC Euro 6 (s/s) 4dr4 previous owners,Galway,8
Mercedes-Benz E Class (Sport),Benz,2024-10-02,8825.0,2013,106279,Coupe,Automatic,Diesel,Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 2dr,Tipperary,11
