Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Volkswagen Polo (BlueGT),Volkswagen,2024-10-14,"€13,942.00",2016,"23,455",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.4 TSI BlueMotion Tech ACT BlueGT Euro 6 (s/s) 3dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,14/10/2024,"€10,095.00",2017,42597,Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 Match Hatchback 5dr Petrol Manual 108 g/km 74.0 BHP,Meath
Volkswagen Tiguan (TDI),Volkswagen,14/10/2024,"€9,701.00",2011,"70,344",SUV,Manual,Diesel,Black Volkswagen Tiguan2.0 TDI R-Line 4WD Euro 5 5dr4 previous owners,Kildare
Volkswagen Golf (GTD),Volkswagen,15/10/2024,"€8,225.00",2012,"113,143",Hatchback,Manual,Diesel,Blue Volkswagen Golf2.0 TDI GTD 3dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,19/10/2024,"€10,147.00",2015,"29,003",Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 S 5dr,Dublin
Volkswagen Passat (TDI),Volkswagen,19/10/2024,"€ 4,471",2011,143962,Saloon,Manual,Diesel,Grey Volkswagen Passat2.0 SPORT TDI BLUEMOTION TECHNOLOGY 4d 139 BHP \xa330 TAX,Wicklow
Volkswagen Polo (TSI),Volkswagen,20/10/2024,"€12,302.00",2016,"28,818",Hatchback,Manual,Petrol,Silver Volkswagen Polo1.2 TSI BlueMotion Tech R-Line Euro 6 (s/s) 5dr2 previous owners,Dublin
Volkswagen Polo (R-Line),Volkswagen,20/10/2024,"€20,430.00",2021,"11,477",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.0 TSI 110 R-Line 5dr,Monaghan
Volkswagen T-Roc (SE),Volkswagen,20/10/2024,"€20,012.00",2020,"15,451",SUV,Manual,Petrol,Blue Volkswagen T-Roc1.0 Tsi Se 5Dr1 previous owner,Laois
Volkswagen Passat (SE),Volkswagen,21/10/2024,"€5,130.00",2011,"111,225",Estate,Manual,Diesel,Volkswagen Passat2.0 TDI BlueMotion Tech SE Euro 5 (s/s) 5dr2 previous owners,Donegal
Volkswagen Passat (BlueMotion Tech),Volkswagen,21/10/2024,"€6,111.00",2012,"89,254",Saloon,Manual,Diesel,Volkswagen Passat2.0 TDI BlueMotion Tech SE 4dr4 previous owners,Louth
Volkswagen Golf (SE),Volkswagen,22/10/2024,"€7,509.00",2013,"80,402",Hatchback,Manual,Diesel,Black Volkswagen Golf2.0 TDI BlueMotion Tech SE Euro 5 (s/s) 5dr3 previous owners,Wicklow
Volkswagen Polo (TDI),Volkswagen,22/10/2024,"€7,350.00",2013,"47,438",Hatchback,Manual,Diesel,Blue Volkswagen Polo1.2 TDI Match Edition Euro 5 5dr,Mayo
Volkswagen Passat (BlueMotion Tech),Volkswagen,23/10/2024,"€8,607.00",2015,128709,Saloon,Automatic,Diesel,Navy Volkswagen Passat2.0 TDI BlueMotion Tech SE Business DSG Euro 6 (s/s) 4dr2 previous owners,Kildare
Volkswagen Passat (S),Volkswagen,25/10/2024,"€7,364.00",2014,"65,093",Saloon,Manual,Diesel,Black Volkswagen Passat1.6 TDI BlueMotion Tech S Euro 5 (s/s) 4dr2 previous owners,Sligo
Volkswagen Touareg (Black Edition),Volkswagen,2024-10-26,"€52,534.00",2020,18443,SUV,Automatic,Diesel,Red Volkswagen Touareg3.0 TDI V6 Black Edition SUV 5dr Diesel Tiptronic 4Motion Euro 6 (s/s) (286 ps),Limerick
Volkswagen Golf (TSI),Volkswagen,27/10/2024,"€11,789.00",2015,"112,321",Hatchback,Automatic,Petrol Plug-In Hybrid,Grey Volkswagen Golf1.4 TSI GTE DSG Euro 6 (s/s) 5dr,Dublin
Volkswagen Golf (Active),Volkswagen,28/10/2024,"€24,895.00",2022,"6,227",Hatchback,Manual,Petrol,Red Volkswagen Golf1.5 TSI 150 Active 5dr Petrol Hatchback,Roscommon
Volkswagen Polo (TSI),Volkswagen,2024-10-28,"€ 9,820",2015,33072,Hatchback,Manual,Petrol,Red Volkswagen Polo1.2 TSI BlueMotion Tech SE Euro 6 (s/s) 5dr2 previous owners,Sligo
Volkswagen Tiguan (R-Line),Volkswagen,30/10/2024,"€43,108.00",2022,"5,019",SUV,Automatic,Diesel,Navy Volkswagen TiguanR-Line 2.0 TDI 200PS 7-Speed DSG 4Motion 5 Door,Meath
Volkswagen T-Roc (TSI EVO),Volkswagen,30/10/2024,"€21,918.00",2018,"11,987",SUV,Manual,Petrol,Red Volkswagen T-Roc1.5 TSI EVO SEL 5dr1 previous owner,Louth
Volkswagen ID.4 (Family),Volkswagen,2024-11-02,"€54,167.00",2022,"8,861",SUV,Automatic,Electric,Black Volkswagen ID.4Family 77kWh Pro Performance 204PS 1-speed automatic 5 Door1 previous owner,Wexford
Volkswagen Polo (TSI),Volkswagen,02/11/2024,"€11,895.00",2017,"32,768",Hatchback,Manual,Petrol,Navy Volkswagen Polo1.2 TSI Match Edition 5dr,Dublin
Volkswagen CC (BlueMotion Tech),Volkswagen,03/11/2024,"€14,312.00",2015,"56,609",Saloon,Automatic,Diesel,Blue Volkswagen CC2.0 TDI BlueMotion Tech R-Line DSG Euro 5 (s/s) 4dr,Limerick
Volkswagen T-Cross (TSI),Volkswagen,04/11/2024,"€17,526.00",2019,"15,197 miles",SUV,Manual,Petrol,Blue Volkswagen T-Cross1.0 TSI S 5dr,Dublin
Volkswagen T-Roc (TDI),Volkswagen,06/11/2024,"€21,414.00",2019,"21,801",SUV,Manual,Diesel,Silver Volkswagen T-Roc2.0 TDI 4MOTION SEL 5dr,Galway
Volkswagen Golf (R-Line),Volkswagen,08/11/2024,"€ 28,223",2022,"3,143",Hatchback,Manual,Petrol,Red Volkswagen Golf Hatchback1.5 TSI R-Line 5dr1 previous owner,Cork
Volkswagen Polo (SE Tech Edition),Volkswagen,08/11/2024,"€16,188.00",2019,25424,Hatchback,Automatic,Petrol,Blue Volkswagen Polo MK6 5d Hatch 1.0 TSI 95PS SE Tech Edition DSG1.0 TSI SE Tech Edition DSG Euro 6 (s/s) 5dr,Kerry
Volkswagen Golf Plus (SE),Volkswagen,2024-11-09,"€5,134.00",2012,"72,059",Hatchback,Manual,Diesel,Volkswagen Golf Plus Diesel Hatchback2.0 SE TDI 5DR Manual1 previous owner,Cork
Volkswagen Passat (SE Business),Volkswagen,11/11/2024,"€8,610.00",2016,126233,Estate,Manual,Diesel,Volkswagen Passat2.0 TDI BlueMotion Tech SE Business Euro 6 (s/s) 5dr,Dublin
Volkswagen Golf (SE Nav),Volkswagen,11/11/2024,"€14,329.00",2017,"32,796",Hatchback,Manual,Petrol,Red Volkswagen GolfSe Navigation Tsi Bm 1.4 5dr,Carlow
Volkswagen Tiguan Allspace (TDI),Volkswagen,11/11/2024,"€26,782.00",2019,"14,396 miles",SUV,Manual,Diesel,Grey Volkswagen Tiguan Allspace2.0 TDI Match Euro 6 (s/s) 5dr,Limerick
Volkswagen Golf (GTI Performance),Volkswagen,12/11/2024,"€21,798.00",2018,"59,029",Hatchback,Auto,Petrol,Blue Volkswagen Golf2.0 TSI 245 GTI Performance DSG 5dr,Dublin
Volkswagen Golf (BlueMotion Tech),Volkswagen,12/11/2024,"€10,232.00",2018,"107,128",Estate,Automatic,Diesel,Volkswagen Golf1.6 SE NAVIGATION TDI BLUEMOTION TECHNOLOGY DSG 5d 114 BHP1 previous owner,Tipperary
Volkswagen Golf (eTSI),Volkswagen,14/11/2024,"€29,958.00",2020,"11,116",Hatchback,Automatic,Petrol Hybrid,Navy Volkswagen Golf1.5 eTSI MHEV R-Line DSG (s/s) 5dr1 previous owner,Tipperary
Volkswagen Golf (R-Line Edition),Volkswagen,15/11/2024,"€16,821.00",2017,"26,563",Hatchback,Manual,Petrol,Black Volkswagen Golf1.4 TSI 150 R-LINE EDITION 5DR1 previous owner,Cavan
Volkswagen Polo (Match),Volkswagen,16/11/2024,"€4,183.00",2009,"61,825",Hatchback,Manual,Diesel,Red Volkswagen Polo1.4 TDI Match 5dr2 previous owners,Laois
Volkswagen Golf (SE Nav),Volkswagen,19/11/2024,"€13,999.00",2017,"37,868",Hatchback,Manual,Diesel,Red Volkswagen Golf1.6 TDI SE [Nav] 5dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,20/11/2024,"€ 10,690",2016,23797,Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 Match 5dr1 previous owner,Tipperary
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,21/11/2024,"€ 7,306",2013,"116,315",SUV,Manual,Diesel,Navy Volkswagen Tiguan2.0 TDI BlueMotion Tech Match 4WD Euro 5 (s/s) 5dr3 previous owners,Dublin
Volkswagen Golf (TSI),Volkswagen,2024-11-21,"€7,711.00",2011,"56,899",Hatchback,Manual,Petrol,Black Volkswagen Golf1.4 TSI Match Euro 5 5dr2 previous owners,Waterford
Volkswagen Polo (TSI),Volkswagen,21/11/2024,"€10,072.00",2016,"33,639",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.2L SE BlueMotion Tech TSI 5dr,Monaghan
Volkswagen Touareg (TDI V6),Volkswagen,22/11/2024,"€55,146.00",2021,"24,884",SUV,Automatic,Diesel,Black Volkswagen Touareg3.0 TDI V6 Black Edition Tiptronic 4Motion Euro 6 (s/s) 5dr,Dublin
Volkswagen Polo (EVO),Volkswagen,23/11/2024,"€16,033.00",2020,"12,466",Hatchback,Manual,Petrol,Volkswagen Polo1.0 EVO 80 Match 5dr,Dublin
Volkswagen Golf (BlueMotion Tech),Volkswagen,24/11/2024,"€7,088.00",2013,"88,262",Hatchback,Manual,Diesel,Red Volkswagen Golf1.6 TDI BlueMotion Tech SE Euro 5 (s/s) 5dr,Louth
Volkswagen Polo (BlueMotion Tech),Volkswagen,2024-11-24,"€9,716.00",2016,"40,759",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.2 SE TSI 5d 89 BHP,Kilkenny
Volkswagen Tiguan (S),Volkswagen,2024-11-24,"€9,908.00",2014,"74,521",SUV,Manual,Diesel,Volkswagen Tiguan2.0 TDI BlueMotion Tech S 2WD Euro 5 (s/s) 5dr3 previous owners,Dublin
Volkswagen Golf (TSI EVO),Volkswagen,25/11/2024,"€17,132.00",2018,"17,207",Hatchback,Manual,Petrol,Volkswagen Golf1.5 TSI EVO 150 SE [Nav] 5dr,Kilkenny
Volkswagen Golf (Match),Volkswagen,26/11/2024,"€12,982.00",2019,"74,571",Hatchback,Manual,Diesel,Red Volkswagen Golf1.6L Match TDI 5dr,Cork
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,28/11/2024,"€17,237.00",2016,"39,876",SUV,Manual,Petrol,Navy Volkswagen TiguanVolkswagen Tiguan 1.4 TSi 150 SE Nav 5dr 2WD2 previous owners,Tipperary
Volkswagen T-Roc (TSI EVO),Volkswagen,29/11/2024,"€23,859.00",2019,"14,074",S.U.V.,Automatic,Petrol,Black Volkswagen T-Roc1.5 Tsi Evo Design 5Dr Dsg2 previous owners,Dublin
Volkswagen T-Cross (TSI),Volkswagen,29/11/2024,"€19,007.00",2021,"10,291",SUV,Manual,Petrol,Red Volkswagen T-Cross Estate1.0 TSI 110 SE 5dr1 previous owner,Kildare
Volkswagen Golf (TSI),Volkswagen,30/11/2024,"€8,896.00",2015,"42,438",Hatchback,Automatic,Petrol,Grey Volkswagen Golf1.4 TSI BlueMotion Tech S DSG Euro 5 (s/s) 5dr21 previous owners,Galway
Volkswagen Passat (GT),Volkswagen,30/11/2024,"€15,172.00",2015,"46,147",Saloon,Automatic,Diesel,Volkswagen Passat2.0 TDI GT 4dr DSG2 previous owners,Laois
Volkswagen Golf (BlueMotion Tech),Volkswagen,30/11/2024,"€6,191.00",2013,"112,389",Hatchback,Manual,Petrol,Red Volkswagen Golf1.2 TSI BlueMotion Tech S Euro 5 (s/s) 5dr2 previous owners,Dublin
Volkswagen Tiguan (SE),Volkswagen,2024-12-01,"€10,123.00",2013,"66,911",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 SE TDI BLUEMOTION TECHNOLOGY 4MOTION 5d 175 BHP DAB-BLUETOOTH-CLIMATE AIR CON,Wexford
Volkswagen T-Roc (Design),Volkswagen,01/12/2024,"€19,322.00",2018,"18,564",SUV,Manual,Petrol,Black Volkswagen T-Roc1.0 TSI Design 5dr,Wexford
Volkswagen Golf (R),Volkswagen,05/12/2024,"€43,650.00",2021,"6,242",Hatchback,Automatic,Petrol,Volkswagen Golf2.0 TSI 320 R 4Motion 5dr DSG,Dublin
Volkswagen Passat (BlueMotion Tech),Volkswagen,06/12/2024,"€7,573.00",2014,"107,681",Saloon,Manual,Diesel,Silver Volkswagen Passat1.6 TDI BlueMotion Tech R-Line 4dr3 previous owners,Dublin
Volkswagen T-Cross (TSI),Volkswagen,06/12/2024,"€20,702.00",2020,"7,788 miles",SUV,Manual,Petrol,Black Volkswagen T-Cross1.0 TSI SE 5dr,Cork
Volkswagen Golf (Style),Volkswagen,2024-12-06,"€22,631.00",2020,"11,115",Hatchback,Manual,Petrol,Red Volkswagen GolfMK8 Hatchback 5-Dr 1.5 TSI (130ps) Style EVO 5dr1 previous owner,Tipperary
Volkswagen Polo (SE),Volkswagen,08/12/2024,"€8,790.00",2015,"69,266",Hatchback,Manual,Petrol,Silver Volkswagen Polo1.2 TSI BlueMotion Tech SE Euro 6 (s/s) 5dr1 previous owner,Dublin
Volkswagen Eos (Sport),Volkswagen,10/12/2024,"€3,700.00",2009,"89,145",Convertible,Manual,Petrol,Blue Volkswagen EOS2.0 TSI Sport Cabriolet Euro 4 2dr2 previous owners,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,11/12/2024,"€ 10,324",2016,"49,335",Hatchback,Manual,Petrol,Volkswagen Polo1.2 MATCH TSI 5d 89 BHP FREE BREAKDOWN COVER2 previous owners,Tipperary
Volkswagen Golf Plus (TSI),Volkswagen,12/12/2024,"€ 4,170",2010,"100,738",Hatchback,Manual,Petrol,Blue Volkswagen Golf Plus1.4 TSI SE Euro 5 5dr3 previous owners,Kildare
Volkswagen Golf (Life),Volkswagen,2024-12-13,"€23,493.00",2021,"3,238",Hatchback,Manual,Petrol,Red Volkswagen Golf1.5 TSI Life 5dr,Galway
Volkswagen Polo (BlueMotion 2),Volkswagen,13/12/2024,"€3,505.00",2008,"103,276",Hatchback,Manual,Diesel,Blue Volkswagen Polo1.4 TDI BlueMotion 2 5dr,Waterford
Volkswagen T-Roc (SEL),Volkswagen,17/12/2024,"€19,352.00",2018,"31,420",S.U.V.,Manual,Petrol,Blue Volkswagen T-Roc1.5 TSI EVO SEL 5dr,Cork
Volkswagen Golf (TSI EVO),Volkswagen,17/12/2024,"€16,169.00",2018,"45,253",Hatchback,Automatic,Petrol,Blue Volkswagen Golf1.5 SE NAVIGATION TSI EVO DSG 5d AUTO 129 BHP,Cork
Volkswagen Tiguan (R-Line),Volkswagen,19/12/2024,"€14,075.00",2015,"73,104",SUV,Automatic,Diesel,Volkswagen Tiguan2.0 R LINE TDI BLUEMOTION TECH 4MOTION DSG 5d 139 BHP NATIONWIDE DELIVERY AVAILABLE!2 previous owners,Tipperary
Volkswagen Tiguan (R-Line),Volkswagen,20/12/2024,"€27,755.00",2017,26055,SUV,Automatic,Petrol,Volkswagen Tiguan2.0 TSI R-Line DSG 4Motion (s/s) 5dr,Wexford
Volkswagen Passat (BlueMotion Tech),Volkswagen,21/12/2024,"€13,503.00",2015,"53,236",Saloon,Manual,Diesel,Volkswagen Passat2.0 TDI SE Business 4dr2 previous owners,Tipperary
Volkswagen Golf (MHEV),Volkswagen,22/12/2024,"€29,262.00",2021,3143,Hatchback,Automatic,Petrol Hybrid,Volkswagen Golf1.5 R-LINE ETSI DSG 5d 148 BHP *BALANCE OF VW WARRANTY 15/11/24*,Galway
Volkswagen Polo (Match),Volkswagen,22/12/2024,"€11,845.00",2017,"11,693",Hatchback,Manual,Petrol,Silver Volkswagen Polo1.0 75 Match 5dr,Mayo
